,TCGA-E1-5319,TCGA-CS-6668,TCGA-IK-7675
ENST00000426415,0,0,0
ENST00000447596,0.15,0.14,0.17
ENST00000447598,0.43,0.27,0.22
ENST00000540853,0,0,0.01
ENST00000236850,0.03,0,0
ENST00000455050,0.23,0.09,0.27
ENST00000507554,0,0.25,0.06
ENST00000522698,0,0,0
ENST00000342499,0.01,0,0
ENST00000587134,0,0.03,0
ENST00000278878,0.1,0,0.17
ENST00000409118,0,0,0
ENST00000579016,1.98,3.49,4.71
ENST00000520830,0.28,0,0
ENST00000594786,9.64,3.57,11.23
ENST00000523022,0,0,0
ENST00000395238,1.43,1.36,1.09
ENST00000301587,133.12,76.31,115.42
ENST00000524448,0,0,0
ENST00000299022,0,0,0
ENST00000523702,0,0,0
ENST00000430834,2.51,0,1.25
ENST00000552197,0.84,1.41,0.57
ENST00000486896,0.18,0.49,0.37
ENST00000261374,1.03,0.35,0.05
ENST00000381787,0.74,0.77,0.58
ENST00000360124,0.02,0.3,0
ENST00000473942,3.24,2.64,2.13
ENST00000264784,0.33,0.17,1.26
ENST00000441135,0,0,0.03
ENST00000564477,0.32,0.66,0.62
ENST00000533075,0.08,0.17,0.14
ENST00000593152,0.26,0.74,0.6
ENST00000238018,0,0,0
ENST00000367135,0.46,0.11,0.14
ENST00000367134,0,0,0
ENST00000560106,0,0,0
ENST00000375006,0.05,0.13,0.05
ENST00000331200,6.18,5.83,5.67
ENST00000432422,0,0,0
ENST00000247866,138.14,83.83,151.77
ENST00000399440,12.38,8.88,17.59
ENST00000405300,0.09,0,0
ENST00000518867,0,0.56,0.89
ENST00000512801,0,0,0
ENST00000531734,0.05,0.05,0.05
ENST00000570032,0,0.73,0.59
ENST00000523253,0,0.2,0
ENST00000545908,0.61,0.41,1.11
ENST00000559171,0.04,0.07,0.11
ENST00000554901,0,0,0
ENST00000583245,0.26,0.17,0.23
ENST00000335698,16.62,19.07,28.2
ENST00000335694,0,0,0
ENST00000421979,0.09,0.06,0
ENST00000315713,0.07,0.19,0.29
ENST00000497785,0.53,0.51,0.54
ENST00000512737,60.47,84.48,107.32
ENST00000558171,0.14,0.25,0.7
ENST00000476818,0,0,0.07
ENST00000431721,0.19,1.89,1.88
ENST00000297283,11.02,3.62,2.93
ENST00000434213,0.04,0.45,0.28
ENST00000518406,159.32,99.89,58.03
ENST00000369240,0.21,0,0
ENST00000533929,0.06,0.07,0.17
ENST00000381344,47.37,49.78,49.26
ENST00000469607,0,0,0
ENST00000282050,18.23,1.9,25.33
ENST00000599965,0.12,0,0.31
ENST00000437924,0,0,0
ENST00000566626,0,0,0
ENST00000277865,231.12,100.87,183.68
ENST00000526752,0.08,0,0
ENST00000422440,8.38,13.26,6.91
ENST00000422447,0.64,0.21,1.77
ENST00000529927,14.28,12.06,9.76
ENST00000490101,0,0,0.19
ENST00000422444,2.5,2.64,3.11
ENST00000398714,0,0,0.02
ENST00000415282,0.07,0.08,0.08
ENST00000415280,0.18,0.71,0.32
ENST00000321276,3.54,2.44,3.17
ENST00000574196,0,0.19,0.88
ENST00000396577,0,0.04,0
ENST00000378204,2.24,2.55,2.49
ENST00000396642,0.27,0.57,0.38
ENST00000424845,0.1,0.11,0.09
ENST00000606865,0.08,0.14,0
ENST00000494950,0.25,0.89,0.36
ENST00000249289,129.87,88.34,123.41
ENST00000548058,2.72,0.8,0.41
ENST00000505337,0,0.1,0.09
ENST00000330342,3.45,5.31,6.2
ENST00000577563,0.21,0.71,0.12
ENST00000371584,0.87,3.8,2.77
ENST00000371582,1.34,0.9,2.77
ENST00000338110,4.45,4.27,4.91
ENST00000371589,18.1,23.21,18.2
ENST00000584689,0,0,0
ENST00000464191,0,0.04,0
ENST00000493905,0.11,0,0.16
ENST00000550360,0,0,0
ENST00000393384,0.54,0.56,0.05
ENST00000346806,0,0,0
ENST00000517973,0.11,0.13,1.19
ENST00000483943,0.22,0.03,0.08
ENST00000451089,0,0,0
ENST00000600923,0.06,0.23,0.11
ENST00000445971,0.05,0,0
ENST00000438204,0.12,0,0
ENST00000438203,0.2,0.18,0.05
ENST00000606788,0,0.13,0.37
ENST00000319017,3.32,1.22,10.66
ENST00000562058,0.07,0,0
ENST00000431857,0,0.35,0.01
ENST00000567570,0.22,0.67,0.34
ENST00000527405,0,0.06,0.01
ENST00000555463,0.11,0.1,0.06
ENST00000604616,1.58,3.4,0.86
ENST00000588075,0.38,0,0.08
ENST00000370186,0.16,0.4,0
ENST00000591788,0,0.2,0.15
ENST00000589301,0,0,0
ENST00000591783,0,0,0
ENST00000519924,0,0,0
ENST00000370114,0.87,0.89,1.61
ENST00000564903,27.04,26.9,13.98
ENST00000327898,4.33,1.98,3.14
ENST00000373426,0,0,0
ENST00000373424,0,0,0.01
ENST00000465601,1.49,2.3,1.16
ENST00000420164,0.81,1.21,0.79
ENST00000521806,4.58,8.79,8.78
ENST00000353782,0,0,0
ENST00000417625,0.13,0.22,0.24
ENST00000261173,4.89,2.67,2.66
ENST00000392389,0,0,0
ENST00000252029,0,0,0.39
ENST00000541174,0.04,0.33,0.47
ENST00000263160,0.66,2.07,0
ENST00000538212,0,0.09,0
ENST00000538218,0.03,0,0.04
ENST00000396184,2.02,0.46,0.69
ENST00000590784,0,0,0
ENST00000557348,0.41,0.24,1.55
ENST00000440656,0,0,0.04
ENST00000541864,0.82,1.58,2.86
ENST00000504525,0.02,0.02,0.04
ENST00000553458,20.01,13.02,37.91
ENST00000541868,0.21,0.15,0.19
ENST00000553106,0,0.05,0
ENST00000587834,19.11,11.99,14.7
ENST00000559415,0,0,0.13
ENST00000497868,0,0,0
ENST00000559416,0,1.22,0
ENST00000552270,0,0.03,0
ENST00000506545,0,0,0
ENST00000503064,2.51,8.72,4.98
ENST00000274562,1.65,3.49,2.01
ENST00000393223,1.68,4.2,2.77
ENST00000318010,2.44,2.66,4.47
ENST00000538168,0.03,0.04,0.04
ENST00000441322,6.72,15.05,1.12
ENST00000289547,0.04,0.08,0.08
ENST00000520227,0,0,0
ENST00000415913,0.14,0.11,0.55
ENST00000607954,0,0,0
ENST00000227880,3.87,1.44,2.67
ENST00000426915,0.1,0,0.12
ENST00000528338,0,0.04,0.03
ENST00000288490,0,0,0
ENST00000436279,0,0.11,0.32
ENST00000419147,0.31,0.69,0.95
ENST00000394069,0.06,0,0
ENST00000581988,0,0,0
ENST00000265641,14.23,8.53,12.88
ENST00000324816,0,0,0.55
ENST00000371347,4.57,10.51,5.46
ENST00000571278,0.17,0,0
ENST00000253778,4.38,3.64,6.52
ENST00000574468,0.06,0.17,0.11
ENST00000415876,0.12,0.19,0.04
ENST00000522862,0.01,0,0
ENST00000568101,0,0,0
ENST00000571105,5.36,2.53,5.76
ENST00000574466,0,0.11,0
ENST00000534004,0,0,0
ENST00000381944,0.66,0.55,0.66
ENST00000534009,0,0,0
ENST00000561421,1.12,0.43,0.62
ENST00000538969,0,0,0
ENST00000567812,0.11,0.31,0.07
ENST00000253513,0,0,0
ENST00000422327,0.51,0.42,0.11
ENST00000418087,0,0.07,0.11
ENST00000422328,0.29,0,0
ENST00000422329,0.05,0.05,0
ENST00000404554,30.4,23.39,17.91
ENST00000404223,0,0,0
ENST00000403951,0.71,1.9,1.55
ENST00000579221,0,0,0.03
ENST00000523403,0.73,0.69,0.84
ENST00000480704,0.04,0,0.22
ENST00000546844,0,0.06,0
ENST00000548332,0,0,0
ENST00000359479,3.84,2.02,2.68
ENST00000301776,17.14,11.45,12.97
ENST00000603641,0,0,0
ENST00000489223,0,0,0
ENST00000437581,0,0.18,0.16
ENST00000606682,1.68,0.72,1.57
ENST00000449512,0.01,0.34,0
ENST00000449045,0.27,0,0
ENST00000478281,0,0.1,0
ENST00000370434,0,0,0
ENST00000560595,12.66,7.47,10
ENST00000381967,2.24,5.03,4.75
ENST00000469857,0,0,0
ENST00000423633,0.35,0.59,0.7
ENST00000423180,0,0,0.02
ENST00000361661,0.38,1.9,0.66
ENST00000462637,0,0.27,0
ENST00000422850,0.08,0,0
ENST00000532405,3.36,1.14,0.05
ENST00000451398,0,0,0
ENST00000381229,0,0,0
ENST00000555674,0,0.07,0.16
ENST00000344877,6.98,4.11,16.05
ENST00000473142,0.06,0.05,0.06
ENST00000588682,0.03,0,0
ENST00000536528,0,0,0
ENST00000466642,0.29,0.32,0.25
ENST00000369651,0.61,0.14,1.17
ENST00000409736,1.18,1.39,0.46
ENST00000327772,70.57,38.6,35.73
ENST00000423451,0,0,0.21
ENST00000569410,0.33,0.59,0.33
ENST00000348956,462.98,130.62,279.02
ENST00000403799,0.05,0,0.03
ENST00000538581,0,0,0
ENST00000398520,0.54,0.62,1.76
ENST00000328041,18.33,54.07,13.68
ENST00000527099,0.18,0.26,0.19
ENST00000219833,0,0,0
ENST00000518095,0.21,0.36,0.21
ENST00000541003,0.15,0.18,0.09
ENST00000454310,1.53,0.16,0
ENST00000378697,4.68,1.72,1.36
ENST00000438059,0.8,2.27,1.58
ENST00000233710,0.21,0.06,0.67
ENST00000451793,0.16,0.66,0.65
ENST00000290597,0,0,0
ENST00000511240,0,0,0
ENST00000548193,0,0,0.21
ENST00000495216,0,0,0.06
ENST00000492530,0,0,0
ENST00000356132,0,0.2,0
ENST00000558610,0.47,1.08,0.96
ENST00000413268,1.89,1.91,1.71
ENST00000356135,0.08,0.05,0.1
ENST00000413265,0,0,0
ENST00000504317,0.12,0.45,0.08
ENST00000448029,0,0.24,0.05
ENST00000255882,2.61,0.97,0.43
ENST00000539764,0.08,0,0
ENST00000423400,0.44,0.77,1.65
ENST00000279035,0.41,0.13,1.39
ENST00000279036,38.98,23.65,33.18
ENST00000526944,0,0,0
ENST00000429360,23.33,11.49,19.1
ENST00000271620,4.99,6.91,6.87
ENST00000428369,0.04,0,0.03
ENST00000439092,0,0,0.46
ENST00000389995,0,0.34,0.15
ENST00000312665,0.16,0,0
ENST00000541477,1.01,0.89,0.9
ENST00000525803,0.49,0,0.5
ENST00000396037,5.92,7.52,4.26
ENST00000525808,0,0,0.04
ENST00000553591,0,0.04,0.21
ENST00000576346,0,0,0
ENST00000424189,0.55,1.35,0.7
ENST00000521442,0.73,3.08,1.36
ENST00000374115,0.01,0.01,0.01
ENST00000576343,1.59,0,0.95
ENST00000591319,0,0,0
ENST00000354042,0.2,0.26,0.09
ENST00000419917,0,0,0
ENST00000416235,0.04,0,0.03
ENST00000323090,0.62,0.88,0.51
ENST00000374855,0.18,0.24,0.14
ENST00000341298,2.34,1.48,2.56
ENST00000409094,38.8,26.46,16.59
ENST00000435365,0,0,0
ENST00000308366,0,0,0.07
ENST00000566999,0,0.07,0
ENST00000439162,0.16,0,0.06
ENST00000542639,6.95,0.95,1.31
ENST00000427987,0.45,0,0.44
ENST00000444946,0.05,0,0.04
ENST00000236877,3.17,2.47,0.32
ENST00000441846,0,0.04,0.1
ENST00000522671,0,0,0
ENST00000587157,0,0,0
ENST00000443626,0,0.06,0
ENST00000520818,0.01,0.03,0
ENST00000484259,0,0.16,0
ENST00000308020,18.71,17.76,6.53
ENST00000456264,0.23,0.3,0.42
ENST00000443629,0,0,0
ENST00000505590,0,0,0
ENST00000541505,0.53,0.24,0.34
ENST00000299518,14.75,9.77,8.11
ENST00000327171,0.8,0.95,1.05
ENST00000590379,0,0,0
ENST00000380010,0.07,0.06,0.1
ENST00000535275,0.06,0.25,0.29
ENST00000535274,0.06,0.12,0.19
ENST00000590377,0.17,0,0
ENST00000590375,0,0,0.12
ENST00000262374,6.3,7.27,6.43
ENST00000360104,1.23,2.23,2.46
ENST00000522411,0.76,1.15,0.29
ENST00000266509,1.52,0.62,1.72
ENST00000169298,14.88,3.79,5.46
ENST00000266505,0,0,0
ENST00000380902,0.05,0,0
ENST00000539381,0.4,0.15,0.06
ENST00000455688,0,0,0
ENST00000444201,0.02,0,0
ENST00000562679,0,0.05,0
ENST00000579698,0,0.12,0.25
ENST00000389683,0,0,0
ENST00000560124,7.81,0,0
ENST00000595203,0.33,0.23,0.55
ENST00000559999,0,0.06,0
ENST00000376986,0,0.02,0
ENST00000503213,0,0,0.05
ENST00000436321,0.24,0,0.5
ENST00000578614,0.06,0,0.06
ENST00000262992,0,0.01,0
ENST00000405322,0,0,0
ENST00000512825,0.08,0.2,0.21
ENST00000296869,3.91,2.78,0
ENST00000507683,0,0.08,0.04
ENST00000368680,0.51,3.79,0.53
ENST00000512285,0.08,0.34,0.03
ENST00000540288,0.61,0.92,0.62
ENST00000542546,0,0.01,0
ENST00000520127,0.63,0,0
ENST00000589720,0.44,0.85,0.6
ENST00000506815,1.36,1.63,0.98
ENST00000233969,1.05,0.24,0.1
ENST00000592043,0,0,0
ENST00000592042,1.25,0.47,0.4
ENST00000554920,0,0.5,0.27
ENST00000305208,0,0,0
ENST00000411582,0.44,0.43,0.06
ENST00000421911,0,0,0
ENST00000432207,0,0,0
ENST00000253188,0.4,0.43,0.74
ENST00000557963,0,0.01,0
ENST00000368467,58.48,38.09,34.01
ENST00000557960,0,0,0
ENST00000532236,0,0,0
ENST00000559104,0,0,0
ENST00000412723,1.87,3.77,2.95
ENST00000372484,1.12,1.6,1.43
ENST00000368468,7.89,0.79,1.19
ENST00000369221,0,0,0.31
ENST00000413453,0.33,0.29,0
ENST00000413459,0,0,0
ENST00000592596,0,0,0
ENST00000260599,2.97,4.68,2.41
ENST00000260598,0,0.05,0.06
ENST00000566606,0,0.03,0.03
ENST00000566604,0,0.22,0
ENST00000422464,0.03,0.04,0.04
ENST00000526779,0,0,0.05
ENST00000540270,0,0.01,0
ENST00000366882,0,0.23,0.43
ENST00000412850,0.14,0,0
ENST00000529905,2.53,10.83,18.86
ENST00000413672,0.17,0.25,0.13
ENST00000378225,0,0,0.02
ENST00000332793,0,0,0
ENST00000378228,0.14,0.17,0
ENST00000545387,0.71,0.36,0
ENST00000514283,0.04,0.03,0.03
ENST00000354232,1.4,1.74,3.11
ENST00000416000,0,0.34,0.27
ENST00000505867,0.13,0,0.19
ENST00000441275,2.42,6.84,1.63
ENST00000374084,0,0,0
ENST00000374086,0.2,0.46,0.31
ENST00000458487,1.38,0.5,0.72
ENST00000510674,0,0,0
ENST00000550345,0.03,0.07,0.58
ENST00000458483,0,0,0
ENST00000371625,976.76,252.63,224.9
ENST00000544387,0.15,0,0.18
ENST00000558118,0.12,0.1,0.05
ENST00000555196,0.26,0.37,0.73
ENST00000454670,0.12,0.11,0.09
ENST00000458379,0.04,0,0.73
ENST00000284061,0.57,0.59,0.34
ENST00000442948,0,0,0
ENST00000545031,0.2,0.34,0.55
ENST00000511507,0.24,0.1,0
ENST00000514754,0.06,0,0.64
ENST00000219481,1.01,1.57,0.71
ENST00000438265,0.53,0.73,0
ENST00000330498,0.18,0.19,0.2
ENST00000350690,4.38,1.51,4.87
ENST00000555449,0.14,0.2,0.32
ENST00000598504,0.46,1.74,0.85
ENST00000562071,0.11,0.11,0.22
ENST00000555441,2.32,0.51,1.21
ENST00000425114,0,0,0
ENST00000527420,0.06,0.02,0
ENST00000533423,0.14,0.09,0.12
ENST00000382051,0.1,0.11,0.63
ENST00000531816,0,0,0
ENST00000531547,0,0,0
ENST00000531813,0.22,0.45,0.4
ENST00000536262,0.03,0.05,0.03
ENST00000324417,0,0,0
ENST00000263817,0,0.01,0.01
ENST00000263816,3.02,0.28,0.42
ENST00000589322,0,0,0
ENST00000376486,0.02,0.06,0
ENST00000263812,0.81,0.53,1.41
ENST00000530633,0.05,0,0.14
ENST00000564923,0,0.08,0
ENST00000429116,0,0.13,0.04
ENST00000338791,0,0,0.04
ENST00000430119,0,0.16,0
ENST00000373440,0,0,0
ENST00000373441,0.31,0,0.19
ENST00000373443,5.35,4.62,6.02
ENST00000373445,0,0,0
ENST00000373449,4.8,2.73,15.16
ENST00000377284,0,0,0
ENST00000417608,0,0,0
ENST00000483347,0,0,0.05
ENST00000518280,0,0,0
ENST00000219660,0,0,0
ENST00000553699,0,0,0
ENST00000353555,303.15,187.59,373.57
ENST00000570414,0,0,0
ENST00000377579,0,0.03,0
ENST00000542324,0,0.15,0
ENST00000416910,0,0.36,0.15
ENST00000609257,1.35,0.71,1.25
ENST00000353278,0.01,0.73,0.65
ENST00000455476,0,0,0
ENST00000455477,0.17,0.12,0.07
ENST00000455472,0,0,0
ENST00000318388,65.87,53.29,51.75
ENST00000577820,0.84,0.63,0.91
ENST00000558805,0,0,0
ENST00000414521,1.3,0.15,1.02
ENST00000554310,0,0,0.06
ENST00000553474,0.5,1.33,1.05
ENST00000221476,0.08,0.02,0.04
ENST00000310018,0,0.13,0
ENST00000524765,1.13,1.85,2.01
ENST00000552258,0,0.08,0.27
ENST00000566566,0.33,0.02,0
ENST00000578979,0.03,0.13,0.12
ENST00000585948,0,0,0
ENST00000431243,0.87,1.41,1.45
ENST00000426978,0,0,0
ENST00000415930,7.31,10.17,13.29
ENST00000528311,0.19,0.17,0.07
ENST00000528314,1.91,5.96,4.55
ENST00000415936,0,0,0.15
ENST00000599754,0,0,0
ENST00000534394,0,0,0
ENST00000376156,5.02,3.94,7.59
ENST00000376151,0,0,0
ENST00000461630,0,0,0
ENST00000409611,0.07,0.02,0.55
ENST00000467491,0,0,0
ENST00000415854,0,0,0
ENST00000175506,0.18,0.51,1.14
ENST00000407806,0.55,1.55,0.76
ENST00000415851,0.13,0.05,0.1
ENST00000571163,0.1,0.04,0.2
ENST00000534029,0.38,0.31,0.46
ENST00000534026,2.2,0.97,0.61
ENST00000453218,0.58,0.51,0.54
ENST00000505678,0.06,0,0
ENST00000354593,0.06,0.07,0.06
ENST00000216410,4.51,4.43,6.53
ENST00000376529,0.62,0.48,1.35
ENST00000457590,0.23,0.89,0.98
ENST00000508748,0,0,0.05
ENST00000222382,0,0,0
ENST00000444623,0.28,0.78,0.42
ENST00000522084,0.03,0.04,0.03
ENST00000426396,0,0.27,0.21
ENST00000571224,0,0,0.21
ENST00000587360,0,0,0
ENST00000232607,2.61,4.41,3.31
ENST00000579750,0,0,0.13
ENST00000579207,0,0,0
ENST00000293800,0.2,0,0
ENST00000436218,0,0.4,0.46
ENST00000513348,0,0,0.18
ENST00000436216,1.28,2.1,2.21
ENST00000601865,0,0,0
ENST00000575857,0,0,0
ENST00000437033,0,0,0
ENST00000496200,0,0.85,1.48
ENST00000239891,16.06,17.41,19.88
ENST00000317091,14.02,13.2,10.2
ENST00000274031,26.09,22.14,11.85
ENST00000449068,0.41,0.64,0.03
ENST00000261507,26.96,30.26,8.05
ENST00000367811,7.46,4.99,9.23
ENST00000367816,37.71,9.9,35.11
ENST00000446703,0.08,0.02,0.07
ENST00000446700,0,0,0
ENST00000367815,9.95,2.11,6.67
ENST00000302956,3.28,3.46,3.15
ENST00000372967,64.22,34.14,55.39
ENST00000369413,0,0,0
ENST00000369416,0.03,0,0
ENST00000423611,0,0,0.08
ENST00000523680,0,0.18,0
ENST00000533550,0.49,0.31,0
ENST00000430682,0.08,0.13,0.28
ENST00000393088,0.08,0,0.22
ENST00000318158,78.26,72.73,89.78
ENST00000532170,0.32,0.96,0.66
ENST00000393080,78.83,5.21,8.1
ENST00000393081,0.38,0,0.15
ENST00000393087,1.99,0.67,1.07
ENST00000567761,0.14,0.39,0.11
ENST00000449399,0.7,0,0
ENST00000381241,0.02,0.08,0.05
ENST00000334571,1.6,1.96,3.3
ENST00000381249,6.35,6.67,6.84
ENST00000572257,0,0,0.05
ENST00000480186,0.47,0.9,0.87
ENST00000378509,8.06,10.67,7.79
ENST00000607082,2.53,0.41,6.38
ENST00000570172,1.31,1.88,1.35
ENST00000378501,0.07,0.06,0.23
ENST00000569385,0,0.22,0.33
ENST00000305690,0,0,1.02
ENST00000454485,0,0,0.15
ENST00000578407,0.06,0,0
ENST00000358400,0.06,0.3,0
ENST00000399103,6.17,2.47,3.74
ENST00000399102,0,0,0
ENST00000393265,1.02,0,0.08
ENST00000409888,0,0,0
ENST00000359526,0.87,1.56,1.11
ENST00000549003,0,0,0
ENST00000463953,0,0,0
ENST00000494290,0.54,1.23,1.2
ENST00000370081,0,0.07,0.12
ENST00000370080,0,0,0.04
ENST00000370083,0,0,0
ENST00000509167,0,0,0.13
ENST00000370089,0.21,0.19,0.35
ENST00000297323,1.2,3.08,2.95
ENST00000546276,0,0,0
ENST00000545735,2.32,1.61,1.5
ENST00000592677,0,0,0.02
ENST00000290868,0,0,0.05
ENST00000313735,0.08,1.08,0.32
ENST00000557118,0,0,0
ENST00000440025,0.03,0,0.04
ENST00000558322,0,0.1,0.04
ENST00000440023,14.49,11.82,17.52
ENST00000518617,0,0,0
ENST00000558328,0,0,0
ENST00000464443,0.15,0.3,0.27
ENST00000430292,0.15,0.38,0.78
ENST00000231887,1.62,1.2,5.56
ENST00000374412,0.47,0.18,0.22
ENST00000374145,0.58,0.65,0.81
ENST00000422701,0.03,0,0
ENST00000553878,0.21,0,0.3
ENST00000382269,0,0,0
ENST00000285238,0.07,0,0.02
ENST00000409527,0,0,0
ENST00000326575,1.09,1.27,1.08
ENST00000392027,0.18,0.35,0.37
ENST00000506974,5.66,3.57,1.49
ENST00000576323,0,0,0
ENST00000376811,0.88,1.45,0.73
ENST00000263370,3,2.81,5.67
ENST00000290317,0,0.33,0.24
ENST00000591375,0.05,0.04,0
ENST00000524810,0.51,0.39,0.75
ENST00000304808,0,0,0
ENST00000587994,6.41,2.45,6.29
ENST00000304801,0,0,0
ENST00000349752,0.94,0.36,0.71
ENST00000496455,4.66,7.93,4.66
ENST00000342907,5.09,8.91,8.04
ENST00000447555,0,0,0.04
ENST00000435302,0.29,0.11,0.28
ENST00000319248,180.75,126.41,189.86
ENST00000575246,0.13,0.38,0.95
ENST00000586800,0,0,0
ENST00000505060,0,0,0
ENST00000522652,0,0,0
ENST00000522656,0.02,0.18,0.04
ENST00000314032,0,0.37,0.64
ENST00000456247,4.08,3.77,1.31
ENST00000520875,0.13,0.58,0.36
ENST00000591597,0,0,0.12
ENST00000546146,0,0,0
ENST00000430874,0,0,0
ENST00000564714,0.05,0.31,0
ENST00000513646,0.88,1.08,0.16
ENST00000539566,0,0,0
ENST00000430300,0.07,0,0
ENST00000513649,0,0,0.16
ENST00000441328,0.37,0,0.3
ENST00000430309,0,0,0.14
ENST00000409882,0.08,0,0.08
ENST00000597434,0.13,0.12,0.23
ENST00000535144,0.48,1.49,0.88
ENST00000262352,30.91,22.38,26.01
ENST00000417164,0,0,0
ENST00000535253,0,0.06,0
ENST00000590358,0.74,1.31,1.13
ENST00000526547,0.04,0.04,0
ENST00000560722,0,0.33,0.54
ENST00000560726,0,0,0
ENST00000429911,0.03,0,0
ENST00000503182,0,0.04,0
ENST00000604506,0.47,0.06,0.2
ENST00000295897,0,0,0
ENST00000586771,0,0,0
ENST00000502590,0,1.58,0.61
ENST00000502596,1.2,0.94,2.33
ENST00000355857,692.38,485.11,432.23
ENST00000216124,6.94,1.72,6.85
ENST00000559205,0,0,0
ENST00000564386,11.01,10.27,18.54
ENST00000559200,0,0,0
ENST00000497492,0.06,0.06,0.05
ENST00000503233,1,2.01,1.9
ENST00000375048,3.22,4.91,6.58
ENST00000394109,0.2,0.68,0.75
ENST00000559208,0.13,0.2,0.16
ENST00000506602,0,0.06,0.04
ENST00000542719,2.79,3.1,4.87
ENST00000601101,0.66,0.67,1.22
ENST00000396349,2.88,0.44,2.75
ENST00000597297,0,0,0
ENST00000434554,0.18,0.11,0.23
ENST00000434555,9.7,8.19,19.22
ENST00000368661,0.26,0.06,2.07
ENST00000217420,1.01,0.69,0.05
ENST00000486632,0,0,0
ENST00000471859,0,0.08,0.41
ENST00000305997,21.4,22.09,14.49
ENST00000551991,0,0,0
ENST00000361781,14.1,14.17,10.51
ENST00000538350,0.33,0.11,0.04
ENST00000436026,0,0.15,0.48
ENST00000583203,0.24,0,0.18
ENST00000361789,3337.01,2307.01,4961.66
ENST00000472174,32.7,18.95,33.65
ENST00000461406,0.32,0.23,0.21
ENST00000461404,0.07,0,0
ENST00000538356,0,0,0.21
ENST00000419333,0,0.08,0.03
ENST00000419336,0.06,0.11,0.04
ENST00000557943,1.66,0.83,1.37
ENST00000368400,26.95,18.93,41.89
ENST00000415136,0,0,0
ENST00000404920,0,0,0
ENST00000261197,1.02,0,1.13
ENST00000261195,0.03,0.04,0.07
ENST00000261192,1.18,1.19,0.53
ENST00000423867,0.06,0.39,0.13
ENST00000442157,0.29,1.27,0.29
ENST00000420144,0.11,0.83,0.67
ENST00000539575,0,0,0
ENST00000548274,0.59,1,0.82
ENST00000335568,0,0,0
ENST00000230053,7.1,8.4,12.63
ENST00000484181,0,0,0.48
ENST00000339022,0.04,0.01,0.02
ENST00000412879,0.37,0.45,0.1
ENST00000417392,0.15,0.23,0.16
ENST00000444455,0,0,0.05
ENST00000317370,0.95,0.2,0.28
ENST00000444453,0,0,0
ENST00000421497,0,0,0
ENST00000354216,6.34,9.37,6.69
ENST00000456402,0,0.25,0
ENST00000451366,0,0,0
ENST00000546702,0,0,0
ENST00000359624,1.54,0.35,2.17
ENST00000453479,0.19,0,0.13
ENST00000453471,0.19,0.56,0.5
ENST00000474980,0.06,0.05,0.07
ENST00000558134,0.77,0.4,0.07
ENST00000449231,0,0,0
ENST00000515208,0.11,0.32,0.21
ENST00000558130,3.4,1.58,0
ENST00000476854,0.18,0,0.48
ENST00000515201,0.05,0.07,0
ENST00000414580,0.14,0.1,0
ENST00000311181,76.42,63.3,53.64
ENST00000545054,0.01,0.34,0.11
ENST00000303694,20.15,39.79,3.95
ENST00000438242,0,0,0
ENST00000438243,0.33,1.03,0.55
ENST00000438530,0,0,0
ENST00000514004,0.12,0.38,0.55
ENST00000584426,0,0.07,0.31
ENST00000429288,0.27,1.22,1.31
ENST00000412304,2.14,2.07,1.58
ENST00000450584,0.19,0.15,0.36
ENST00000255622,0.43,0.47,0.15
ENST00000382072,3.34,2.37,1.37
ENST00000425427,0.32,0.46,0.2
ENST00000397529,0.97,0,0.96
ENST00000413656,0.5,0.31,1.09
ENST00000413654,0.27,0.53,0
ENST00000570783,0,0,0
ENST00000395048,0.11,0.11,0.02
ENST00000395049,0.03,0,0
ENST00000416681,0,0,0.03
ENST00000276062,41.93,31.62,97.5
ENST00000521846,0,0,0
ENST00000452983,0,0,0
ENST00000521849,21.21,25.32,22
ENST00000370274,6.06,5.56,5.62
ENST00000331872,261.32,43.33,38.14
ENST00000454127,0.22,0.52,0.9
ENST00000602019,0,0,0
ENST00000416978,0,0,0
ENST00000258052,4.32,2.32,1.62
ENST00000343320,0,0,0
ENST00000373450,0,0,0
ENST00000312293,0.24,0.75,0.09
ENST00000374700,0.26,0.07,0.24
ENST00000558865,0,0,0
ENST00000237530,44.42,55.71,97.82
ENST00000378863,8.13,10.02,10.76
ENST00000440615,2.21,1.86,1.8
ENST00000443095,0,0.03,0.11
ENST00000378654,13.17,12.62,24.16
ENST00000475764,0,0,0
ENST00000520468,4.28,3.93,3.41
ENST00000553418,0.19,0,0.23
ENST00000461183,0,0.54,1.6
ENST00000002596,0.4,0.08,2.43
ENST00000482740,0.54,0.06,0.04
ENST00000521514,0.25,0.2,0.35
ENST00000487042,0,0.21,0
ENST00000586182,0.02,0,0
ENST00000366784,3.9,1.61,10.83
ENST00000511986,0,0,0
ENST00000323110,0,0,0
ENST00000382927,4.39,6.73,6.56
ENST00000585923,0,0,0.09
ENST00000585926,0.32,0.54,0.37
ENST00000426956,0,0,0.08
ENST00000433845,0,0,0.33
ENST00000372734,4.22,5.31,14.89
ENST00000263126,0,0,0
ENST00000262999,0,0.03,0.05
ENST00000427397,0,0,0
ENST00000590654,1.25,2.54,2.18
ENST00000419102,0,0.16,0.04
